	logFC	logCPM	LR	PValue	FDR	gene
FBXL15	-0.416490033631574	3.16978585129628	2.29570099039329	0.129732628249623	0.519395552615727	FBXL15
CAST	0.27541825396237	7.73610201707189	2.29555981534857	0.129744424044395	0.519395552615727	CAST
ZBTB47	0.387559924217858	5.65177505255253	2.29492317541505	0.129797632958425	0.519503989590896	ZBTB47
PCDHGB2	0.6246567167155	1.5357257967147	2.29434498838048	0.129845977588167	0.519592917962469	PCDHGB2
TRGC2	0.91685389234912	0.868168942283835	2.29383039882339	0.129889021448794	0.519660603213359	TRGC2
HSD17B3	0.915102383688655	-0.0891142396111693	2.29261258616646	0.129990951171786	0.51989293766993	HSD17B3
FGL2	0.519624626987571	6.88984042914944	2.29249489530142	0.130000806505597	0.51989293766993	FGL2
FRRS1L	1.10277049967552	0.664449852435749	2.2921887302048	0.130026448414779	0.51989293766993	FRRS1L
DNER	0.973069135012037	6.58582432037969	2.29182181910564	0.130057185344831	0.51989293766993	DNER
SEMA4C	0.377005726940296	5.48935626507347	2.29157581032736	0.130077798564238	0.51989293766993	SEMA4C
TMEM167B	-0.325407042853656	6.02645300513823	2.28997993593566	0.130211606297985	0.520323171801149	TMEM167B
TNFRSF4	-0.794782766207665	1.2112699883641	2.28818750364535	0.130362077644742	0.520819807191368	TNFRSF4
HYAL4	0.917705666348408	0.563175331240163	2.28704074305078	0.130458447756294	0.521100142393488	HYAL4
RHOXF1-AS1	0.695161374088355	0.351791224428627	2.28618890068068	0.130530085303039	0.521117040096273	RHOXF1-AS1
OSCP1	-0.349884969987448	3.2890851394698	2.28605020298377	0.13054175354143	0.521117040096273	OSCP1
SMG9	0.307569446462324	4.31984871796073	2.28579777949821	0.130562992188363	0.521117040096273	SMG9
SEC13	-0.320626637945644	6.46758027336843	2.2857443465408	0.130567488475449	0.521117040096273	SEC13
BICRA	0.544154147114539	2.07218760599848	2.28512638385192	0.130619501471248	0.521220033158143	BICRA
AF131215.2	-0.507691766464995	2.38273867844543	2.2847436626036	0.130651726133831	0.521244037983878	AF131215.2
APOPT1	-0.38227181602317	3.39882171643561	2.28377929453406	0.130732964075818	0.521317214124068	APOPT1
FCAMR	1.2592574878571	1.942573271098	2.28371784335367	0.130738142605268	0.521317214124068	FCAMR
VASH2	0.645143686954031	2.29971652255085	2.28344602818865	0.130761051383783	0.521317214124068	VASH2
PIPOX	0.539098124023036	1.35506744595347	2.28328151786722	0.13077491860745	0.521317214124068	PIPOX
ADAMTS9-AS1	1.11949978959715	3.58554989653308	2.28220596507722	0.130865621622615	0.521574245056225	ADAMTS9-AS1
DLGAP4-AS1	0.64625966546329	1.34587748297421	2.28169634308551	0.130908623326123	0.521641094111389	DLGAP4-AS1
RMST	0.628431195147815	2.49812692754862	2.28063228795911	0.130998458701096	0.521721198628962	RMST
RN7SKP80	-0.569063794639425	1.32702366288284	2.28053818777482	0.131006406641342	0.521721198628962	RN7SKP80
RFNG	-0.398384843214217	4.54361043327348	2.28028521394661	0.131027776119655	0.521721198628962	RFNG
C6orf223	0.91302297939787	1.31517213305838	2.27999476242787	0.131052316249454	0.521721198628962	C6orf223
GARNL3	-0.369251838176452	4.59559303208887	2.27980365610671	0.131068465540874	0.521721198628962	GARNL3
BACE1	0.417728968025423	5.10092247905782	2.27930376783398	0.131110718711457	0.521721198628962	BACE1
PTPMT1	-0.402047395330905	2.83662841966675	2.27893733612154	0.131141701088237	0.521721198628962	PTPMT1
TMEM161B	-0.332345809011887	5.37547917836195	2.27860166332211	0.131170089919203	0.521721198628962	TMEM161B
AC091729.3	0.517820214743367	1.81046268742647	2.27849048844502	0.131179493815314	0.521721198628962	AC091729.3
CEMIP2	-0.59532669847704	6.43803295545536	2.27809507977497	0.131212946154828	0.521721198628962	CEMIP2
AC128688.2	0.82525839257777	1.25331222599186	2.27804376013905	0.131217288593225	0.521721198628962	AC128688.2
DLEU7	0.716653048023396	0.818795109642569	2.27639442140737	0.131356933693797	0.522021873115566	DLEU7
SRP54	-0.308993479125855	6.81873682000284	2.27620767145147	0.131372755761311	0.522021873115566	SRP54
CRYBG3	-0.303981449791791	7.24080040779363	2.27619934295732	0.131373461428126	0.522021873115566	CRYBG3
RTL8B	0.475316345988798	2.58344494204959	2.27570281280374	0.131415539684748	0.522021873115566	RTL8B
AC127502.2	-0.811149060590677	0.937487879775424	2.27553596087365	0.131429682863069	0.522021873115566	AC127502.2
TBX21	0.728267050076523	0.699129015279826	2.27529159854363	0.131450399264016	0.522021873115566	TBX21
SEC22B	-0.314150631268207	5.45523950431064	2.27448987658337	0.131518392754157	0.522095700442967	SEC22B
UTP18	-0.30586926226002	4.6215491580087	2.27445332830822	0.131521493323575	0.522095700442967	UTP18
KCNK15	0.67564892036689	0.794160619630576	2.27360498939688	0.131593485000378	0.522277236018262	KCNK15
SIGLEC11	0.893473986809838	0.0308406904803753	2.27293274880309	0.131650563866843	0.522399523979204	SIGLEC11
AC091982.3	-0.608771727763878	1.15484364065304	2.27217531579843	0.131714909392126	0.522550592058767	AC091982.3
SNRNP35	-0.321488071180192	4.01692926799334	2.27177323758651	0.131749081042703	0.522581915392357	SNRNP35
ARHGEF25	0.522918533817136	3.84363847023094	2.27140405632787	0.131780465575029	0.522602173351184	ARHGEF25
RABGEF1	-0.474001810639471	2.47991150602908	2.27101748923909	0.131813337040905	0.522628318793765	RABGEF1
TUBG2	0.389152422942702	3.38159329392507	2.27050549384771	0.131856888305231	0.522696789837439	TUBG2
TBL1X	0.354007021289123	4.3614471239757	2.27005414500034	0.131895294184512	0.52272472611017	TBL1X
LINC01936	0.735068230984163	0.190097546515259	2.26971592083843	0.131924082317058	0.52272472611017	LINC01936
ELOA-AS1	-0.646144538533524	0.517842413013718	2.26920937740961	0.131967210154517	0.52272472611017	ELOA-AS1
TREH	0.944392355874957	1.99490980932902	2.26918754585934	0.131969069277914	0.52272472611017	TREH
TSPAN17	0.387915927372339	3.98320667348729	2.26842568233907	0.1320339660977	0.522877641925737	TSPAN17
ASXL3	0.571542244710356	2.56959437226568	2.26727487408941	0.132132061448948	0.523161942682995	ASXL3
KLK12	-1.31289443513108	2.0549154746941	2.26643873694136	0.132203385146199	0.523340152027786	KLK12
AC135050.5	0.668960377680623	0.951926754739652	2.26591226275241	0.132248316202203	0.523413833359089	AC135050.5
LRR1	-0.477754781642508	2.41419388962646	2.26549973422716	0.132283534670857	0.523449052434144	LRR1
RPS24	-0.392905027474177	8.96168902718258	2.26437585704431	0.132379535680677	0.52372472759445	RPS24
CECR2	-0.674046243015588	3.18431834093835	2.26296799992114	0.132499903894005	0.524096676341284	CECR2
CACNA1A	0.986539086950255	2.00684587644508	2.26171231428437	0.132607364957581	0.524417433739586	CACNA1A
NOS1AP	0.704983124563254	2.96079392449597	2.26079949100303	0.132685545098006	0.524622290439193	NOS1AP
RUNX3	0.538626550119024	2.75922120408473	2.25764306249584	0.132956279274295	0.525515004527268	RUNX3
SYT1	0.584747093887092	0.980786242222609	2.25680142962736	0.133028572236052	0.525515004527268	SYT1
KLF7-IT1	0.658151052095191	1.19364575078135	2.25632712957868	0.133069332095301	0.525515004527268	KLF7-IT1
POLR1C	-0.37616879328927	3.72295183291728	2.25593553624216	0.133102994913993	0.525515004527268	POLR1C
AC080013.1	0.519888545621274	3.31157071500044	2.25557480630766	0.133134013018698	0.525515004527268	AC080013.1
SELENOT	-0.373963174336009	5.92512424121799	2.25555171488048	0.13313599885752	0.525515004527268	SELENOT
ASAP1	0.371972345986919	4.92477568311467	2.25550311158072	0.133140178799095	0.525515004527268	ASAP1
UBA5	-0.313533008908833	6.42225099180343	2.25547334357685	0.133142738955225	0.525515004527268	UBA5
AAMDC	-0.406462891292232	2.78978978808659	2.25539891203699	0.133149140577881	0.525515004527268	AAMDC
NOP10	-0.443282702138394	4.17283601689841	2.25489010023324	0.133192911092334	0.525535332834244	NOP10
EYA1	0.740180899141493	2.20457904675048	2.2547247287543	0.13320714062839	0.525535332834244	EYA1
LINC01133	0.523971865810239	2.36285048594419	2.25245594661294	0.133402531607192	0.526198121442277	LINC01133
LIPE	0.920134112182711	5.24286569646484	2.25169642969948	0.133468013896124	0.526198121442277	LIPE
AC003101.1	0.920637610410884	-0.210823795230618	2.25169546519768	0.133468097074161	0.526198121442277	AC003101.1
STK10	0.440202186668384	5.03442231804835	2.25154620866371	0.133480969563369	0.526198121442277	STK10
C11orf65	-0.459939777301884	2.38671950644232	2.25066834067153	0.133556708544674	0.526358271402122	C11orf65
LY96	-0.570807879343535	2.84984340280952	2.25046189147211	0.133574527140311	0.526358271402122	LY96
DCAF11	-0.292670719706345	6.54842597443027	2.24999536276443	0.133614802940787	0.526412678464019	DCAF11
SPR	-0.502373322604651	4.96083126161766	2.24855820265483	0.133738959464891	0.526797469961925	SPR
MCTS1	-0.34025908276695	4.46330567763118	2.24813543907568	0.133775506628104	0.52683708432074	MCTS1
AL356273.3	0.61334690722453	3.45531997325546	2.24766991065481	0.13381576365081	0.526891290336036	AL356273.3
SCHIP1	0.680688092597967	2.79162671405286	2.24723630709201	0.133853272120744	0.526934654777784	SCHIP1
DOCK9-DT	-0.718098815729288	0.609605159032981	2.24644944973648	0.133921368496468	0.527098392372403	DOCK9-DT
GALNT2	0.340303635530444	5.30223381362728	2.2454109601722	0.134011300970158	0.527347992420756	GALNT2
SRRM5	0.676238166255599	0.317583370333743	2.24499986756067	0.134046919955001	0.527383806936709	SRRM5
GMCL1	-0.326402586190589	4.6009628159982	2.24423215928293	0.13411346612928	0.527442507028445	GMCL1
NBPF19	0.374497580859536	3.21551874028053	2.24421583855193	0.13411488123707	0.527442507028445	NBPF19
ACOT9	0.361301578889204	5.00653367618726	2.24318543111933	0.13420425770807	0.527544658324907	ACOT9
EVI5	-0.262056539426585	5.99219816599596	2.24209673386182	0.134298762536443	0.527544658324907	EVI5
LINC00654	0.563752755164882	2.60732978683879	2.24197986439608	0.134308911861929	0.527544658324907	LINC00654
TTL	0.321134492453562	4.74358384032034	2.24192373517594	0.134313786611286	0.527544658324907	TTL
PQLC1	-0.460903242971335	5.48457055723839	2.24168628903011	0.13433441068727	0.527544658324907	PQLC1
DARS	-0.302860127454043	6.24991390391147	2.24148317009412	0.134352055983758	0.527544658324907	DARS
AC009951.1	0.530979491677605	3.57585663659409	2.24122097028412	0.134374837571098	0.527544658324907	AC009951.1
MAP1LC3C	-0.758133985826354	0.579509097232351	2.24120372657657	0.134376335965471	0.527544658324907	MAP1LC3C
HLX	0.535989230559169	2.24412202370342	2.24092483872863	0.134400572558753	0.527544658324907	HLX
AL110505.1	-0.907219871887545	1.66348343260825	2.24058524996176	0.134430090931746	0.527544658324907	AL110505.1
RAB9B	-0.557924450456583	2.15650042845305	2.24045783684372	0.134441168044497	0.527544658324907	RAB9B
C17orf67	0.606180486890217	1.25160247008529	2.240250854392	0.134459164976315	0.527544658324907	C17orf67
AL035563.1	-0.591207541463829	2.25692860716334	2.23945106452416	0.134528731284183	0.527645447936312	AL035563.1
AL121772.1	0.574403357026855	1.73457576957165	2.23905537330109	0.134563163678477	0.527645447936312	AL121772.1
BAALC-AS1	-0.513052021435684	1.89092511567202	2.23904063355623	0.134564446497032	0.527645447936312	BAALC-AS1
STAC3	0.655682336106055	0.74068083105441	2.2386967643277	0.134594377750749	0.527658778771317	STAC3
GADD45GIP1	-0.4361901038511	3.66930535318694	2.23773359108622	0.134678254447033	0.527700560326669	GADD45GIP1
PRRC2A	0.372234001134707	6.60789214877146	2.23771653112168	0.13467974061879	0.527700560326669	PRRC2A
AC132192.2	-0.582997917093269	1.40023646953088	2.2376603358832	0.13468463617348	0.527700560326669	AC132192.2
ENSG00000263013	-0.495365255738801	1.60768388469566	2.23595526250703	0.134833271552692	0.528136879505173	ENSG00000263013
AC092119.2	-0.833385647359965	0.868941949456146	2.23577371016768	0.134849108715168	0.528136879505173	AC092119.2
TLDC2	0.616623829382668	1.96100607041735	2.23514780898182	0.134903723242961	0.528170739078104	TLDC2
AC012409.5	0.885807969411596	0.285194698572657	2.23469511723923	0.134943239379581	0.528170739078104	AC012409.5
AL513327.1	0.657242185373454	2.56217712542209	2.23451472724096	0.134958989499022	0.528170739078104	AL513327.1
HTN3	-1.12035450838688	16.0167769255705	2.23427731872789	0.134979721124185	0.528170739078104	HTN3
TTC27	-0.308464658353033	4.90995963457278	2.23409667677977	0.13499549801326	0.528170739078104	TTC27
LY9	-0.616826178878009	3.5828725419578	2.2338494042738	0.135017097620328	0.528170739078104	LY9
SLC2A4	-0.569396575850453	4.20294077477177	2.23350988521928	0.135046761394391	0.528182889009174	SLC2A4
SORBS2	0.469516757038735	7.22216095290304	2.23188861538715	0.135188512286819	0.528303556532682	SORBS2
ALDH1L2	0.508323073147737	5.68681827444644	2.23183380404035	0.135193307461621	0.528303556532682	ALDH1L2
LDHC	0.971359483790364	0.370506131105309	2.23165085470865	0.135209314175386	0.528303556532682	LDHC
SLCO1A2	1.05769048314768	5.28114757042237	2.23160984299791	0.135212902687766	0.528303556532682	SLCO1A2
LINC02160	-0.963650028225529	3.27793753542354	2.23155719969581	0.135217509117082	0.528303556532682	LINC02160
ENPEP	0.633406604534463	3.73779771846493	2.23133450429102	0.135236997501402	0.528303556532682	ENPEP
MAS1	1.90092891678475	-0.239234748829662	2.22993533457362	0.135359512714108	0.528602194475113	MAS1
QARS	-0.284066478961073	7.46934177833816	2.2298544180034	0.135366601793129	0.528602194475113	QARS
MFSD13A	0.589631337390218	1.2831792236332	2.2294818328259	0.135399249241704	0.528625887106204	MFSD13A
PBX4	0.712802835471203	0.628469398525787	2.22909184944173	0.135433430630806	0.528655558073693	PBX4
HSPB7	0.545251598731746	3.8222207172855	2.22781396138731	0.135545503054588	0.528712415291747	HSPB7
SCRIB	0.455763392983549	5.93425963540789	2.22778712949886	0.135547857357885	0.528712415291747	SCRIB
NAA30	-0.297970953900193	5.57773094252044	2.22773547365324	0.135552389911953	0.528712415291747	NAA30
TSC22D2	0.455519055205377	5.13194989089306	2.22771331189962	0.135554334552123	0.528712415291747	TSC22D2
DDX12P	-0.604724801553743	0.760848707872461	2.22682093627023	0.135632664296982	0.52886166217248	DDX12P
DEDD2	-0.36925524993489	4.3838045754357	2.22667153347768	0.135645783323704	0.52886166217248	DEDD2
BCL9	0.504473942234922	3.91265091174489	2.22611689464648	0.135694498462932	0.528867426256538	BCL9
UHRF2	-0.300465212248863	6.08577060446399	2.22603244944451	0.135701917186813	0.528867426256538	UHRF2
CYP7B1	0.510850160653757	4.22457850726778	2.22456860847415	0.135830591477386	0.528867426256538	CYP7B1
IGKV1D-8	-0.630679440917653	2.59950350085334	2.2243655436824	0.135848452026918	0.528867426256538	IGKV1D-8
EML5	-0.536142106477174	2.54755416477101	2.22435190388696	0.135849651808385	0.528867426256538	EML5
FRK	0.516233553492457	6.0374296927297	2.22386999748947	0.135892048793974	0.528867426256538	FRK
AP001189.1	0.738830567223966	0.911776327900089	2.22359620412498	0.135916143084765	0.528867426256538	AP001189.1
CELF2-AS2	0.852379946164623	1.29816760676138	2.22349531362484	0.135925022829442	0.528867426256538	CELF2-AS2
TNFSF18	1.69280462009883	0.824282739049315	2.22326020260297	0.135945718336971	0.528867426256538	TNFSF18
UGP2	-0.358555260721159	7.08300489136997	2.22321430094305	0.135949759214763	0.528867426256538	UGP2
XPNPEP2	0.97831091099789	0.450403514812666	2.22320790839514	0.135950321982963	0.528867426256538	XPNPEP2
AL133370.1	-0.858798496158594	0.433902671558236	2.22302563881229	0.135966369189948	0.528867426256538	AL133370.1
AC064801.2	-0.827373283321015	2.84109717450834	2.22229886630863	0.136030376097813	0.52897442392812	AC064801.2
GPAM	0.881302502773848	7.50070099383762	2.22164451048942	0.136088034122201	0.52897442392812	GPAM
VSTM4	0.38921510720364	4.57850808807656	2.22157147510405	0.136094471272218	0.52897442392812	VSTM4
BCL6	-0.517544517831622	5.77231118854147	2.22116424568014	0.136130369670663	0.52897442392812	BCL6
SLC35E2A	-0.497226485734892	1.99241489727563	2.22115791247174	0.136130928044186	0.52897442392812	SLC35E2A
AL049874.3	0.920043195717464	0.576504471747135	2.22090233753942	0.136153463198313	0.52897442392812	AL049874.3
AGBL3	-0.417872491369423	2.53096925610882	2.21921444447583	0.136302396999379	0.529449623344464	AGBL3
SH3RF2	0.47700101762031	5.21535898926638	2.21857295119763	0.136359047961205	0.52948548343612	SH3RF2
AC025181.2	-0.569847617676161	1.18055718833287	2.21850697810074	0.136364875611414	0.52948548343612	AC025181.2
ORC4	-0.314097769261645	5.46604756078463	2.21731539018569	0.136470181050224	0.529717856025122	ORC4
LRRC37A2	0.566532504641307	1.34726248661564	2.21722705213387	0.136477991465845	0.529717856025122	LRRC37A2
AQP7	0.982788475201485	4.17859814841685	2.21588630204368	0.136596595465243	0.529921982156995	AQP7
ESRRA	-0.430795739845161	5.91732722625619	2.21543240568253	0.136636773709837	0.529921982156995	ESRRA
MTMR8	-0.535326635357196	1.57156008069236	2.21542722346019	0.136637232509023	0.529921982156995	MTMR8
TMEM59	-0.319876012291103	8.71556853996056	2.21509471399963	0.136666674272421	0.529921982156995	TMEM59
NRG1	1.29254898272876	3.05438856292026	2.21497914507414	0.13667690888713	0.529921982156995	NRG1
HDX	0.471480108137652	2.31521636225272	2.21471157952739	0.136700607394472	0.529921982156995	HDX
PPT2-EGFL8	0.751311112300312	0.0949710817383064	2.21432016457135	0.13673528364032	0.529921982156995	PPT2-EGFL8
LOXL2	0.567836980902605	3.30614893070899	2.21422466544615	0.136743745596827	0.529921982156995	LOXL2
COL4A2-AS1	0.831064252837297	-0.123180423412111	2.21311627431058	0.136842000493412	0.53019943616072	COL4A2-AS1
AC093627.4	0.913751697170881	2.17232707177547	2.2120336930817	0.136938043781444	0.530468214788735	AC093627.4
HIST1H2AG	-0.721839567292221	3.01589639321583	2.2105851054338	0.137066676182563	0.530783863750688	HIST1H2AG
LGR6	1.20603056937881	3.08741451451487	2.21051500446199	0.137072904476244	0.530783863750688	LGR6
RPL28	0.593835285111406	5.15517904684614	2.2098120453717	0.137135378144582	0.53086733078999	RPL28
PFKFB2	0.43405233474724	5.89384856547037	2.20967180778735	0.137147845213142	0.53086733078999	PFKFB2
SPI1	0.585356587276712	2.58915707628986	2.20902932752549	0.137204977704678	0.530895437658016	SPI1
ARRDC2	0.665108743434666	5.55501974794167	2.20898978320493	0.137208495050392	0.530895437658016	ARRDC2
GAPDHP35	2.02638258686993	-0.154456659237337	2.20833964530284	0.137266337304735	0.531015933926586	GAPDHP35
RPL26	-0.426954974237945	7.32348356350979	2.20727473154022	0.13736114087816	0.531183209256699	RPL26
SRPRB	-0.37710688062961	6.65568651119726	2.20722925767238	0.137365190806337	0.531183209256699	SRPRB
NIPSNAP1	0.290671958294347	5.02026544299609	2.2068164710641	0.137401959933893	0.531183209256699	NIPSNAP1
IFIT1	0.53054161836567	5.09045837635416	2.20665425410429	0.137416412491237	0.531183209256699	IFIT1
SLC6A15	0.893778293657882	0.757517772197156	2.20586213550985	0.137487009976821	0.53127326517596	SLC6A15
AC087289.2	0.712553478067275	0.298710747854494	2.20579341773815	0.13749313635663	0.53127326517596	AC087289.2
ZNF33BP1	-0.634300562949381	1.53629879322179	2.20547417666204	0.137521601595691	0.531280033514978	ZNF33BP1
AC008764.6	-0.705918860819241	0.737882066799415	2.20480523079066	0.137581269803229	0.531359411420215	AC008764.6
DNAJC11	-0.295289043002144	4.58164442024168	2.20397607869245	0.137655268257586	0.531359411420215	DNAJC11
SLFNL1	-0.611428990502366	3.3189768235223	2.20383002806313	0.137668307302702	0.531359411420215	SLFNL1
RBM5-AS1	0.663874951275039	0.747146612256326	2.20359888644796	0.137688945893268	0.531359411420215	RBM5-AS1
CDC25C	0.931246179897676	-0.206244840230837	2.20339312530736	0.137707321183741	0.531359411420215	CDC25C
MYO1D	0.37000022339268	6.11269674874455	2.20215035829355	0.137818363687733	0.531359411420215	MYO1D
SLAMF1	-0.567669010177156	2.89733460516375	2.20173764439117	0.137855262294364	0.531359411420215	SLAMF1
ATF6B	0.358695063612208	5.039739050324	2.20166175232556	0.137862048615123	0.531359411420215	ATF6B
ZBTB11	-0.279892261489984	5.860856499965	2.20155781723217	0.13787134317036	0.531359411420215	ZBTB11
GAS5	-0.367696880046636	6.67621198891931	2.20154864459645	0.137872163481118	0.531359411420215	GAS5
TRHDE-AS1	0.941013108205898	3.48103008290348	2.20153478155917	0.137873403265865	0.531359411420215	TRHDE-AS1
TOMM22	-0.343095417819083	5.3934873919292	2.20151925733822	0.137874791626699	0.531359411420215	TOMM22
UXT	-0.381214441491244	4.81494177515097	2.20105273717226	0.137916520732013	0.531359411420215	UXT
WDR93	0.643884606501661	0.768692090718213	2.20100616405687	0.137920687362206	0.531359411420215	WDR93
TRPS1	0.291571617128047	7.02866583691933	2.20075776746845	0.137942912367386	0.531359411420215	TRPS1
ZDHHC21	-0.331365871090656	6.03504899182073	2.19962174767543	0.138044607642155	0.531392222230222	ZDHHC21
AL162464.2	-1.42513576513845	0.507258681914152	2.19948208868805	0.138057115565637	0.531392222230222	AL162464.2
TTC8	0.376716084021543	4.05738753514037	2.19937706207378	0.138066522634799	0.531392222230222	TTC8
RSBN1L	-0.280038227520955	6.02008245597623	2.19927142830023	0.138075984811142	0.531392222230222	RSBN1L
CELF2	0.447213557596857	5.76786456012979	2.19917049777338	0.138085026371972	0.531392222230222	CELF2
TMED4	-0.253570937168967	7.03444946201399	2.19863704299929	0.138132825357173	0.531473327665594	TMED4
LYPD5	0.728714212733216	1.25281365000349	2.19749879146455	0.138234877796003	0.531663227505561	LYPD5
KLHDC7A	0.591673661652701	1.97958747289108	2.19749021459047	0.138235647095296	0.531663227505561	KLHDC7A
MYOZ1	0.811911472732153	0.0625159445393663	2.19687391448714	0.138290938454342	0.531773044079652	MYOZ1
LDHAL6A	0.70592676085369	0.296217299086069	2.1963551057095	0.138337502604364	0.531835546132214	LDHAL6A
POU5F1B	-0.584079320525931	1.88777766684761	2.19609698999166	0.138360675567582	0.531835546132214	POU5F1B
CCSER1	-0.439675127145341	5.78041151934776	2.195762360946	0.138390724179704	0.531848255552842	CCSER1
VIRMA	-0.27837078371945	6.41170283317357	2.19535322230655	0.138427473457698	0.531886706361416	VIRMA
AC092828.1	0.611527832778427	3.10786218922232	2.19426600758534	0.13852518145782	0.532159321775763	AC092828.1
DNAH3	0.998845709127026	0.377428937781306	2.19333418041916	0.13860898633238	0.532184059304556	DNAH3
AC022497.1	0.820761835471734	0.49733298436611	2.19329309625418	0.138612682589344	0.532184059304556	AC022497.1
AC104184.1	-0.751922546018479	0.0384708631027175	2.19315841736144	0.138624800144706	0.532184059304556	AC104184.1
PDE1C	0.599977915587219	4.31387071591795	2.19269688559075	0.138666334868751	0.532184059304556	PDE1C
SH2D3A	0.436224649420572	4.56615205081894	2.19253449233032	0.138680952478443	0.532184059304556	SH2D3A
PAK4	0.479934868963477	3.86306022440804	2.19240982791741	0.138692175149614	0.532184059304556	PAK4
TINAGL1	0.295698249380926	7.05726221128447	2.19191140054771	0.138737055282748	0.532253579371777	TINAGL1
MGAT4A	-0.278406005642371	7.30196725566782	2.19111658189383	0.138808657221819	0.532425568915627	MGAT4A
FLI1	0.437088796925757	4.71534751395506	2.19020363415272	0.13889095207894	0.53263849883262	FLI1
GADD45A	0.810213284794394	3.52201091092062	2.18926188494402	0.138975900508594	0.532861520978392	GADD45A
TMEM255B	0.600189680488032	1.99843793506536	2.18847684900009	0.139046757506708	0.532964556139542	TMEM255B
TRMT1	-0.408863514070156	4.58977140400847	2.188184093598	0.139073191854919	0.532964556139542	TRMT1
CBLB	0.360210520992609	5.64982663998094	2.18802085926035	0.13908793354725	0.532964556139542	CBLB
NDUFA13	-0.414462535654119	3.42473113784855	2.18727498774203	0.13915531551209	0.532964556139542	NDUFA13
AC092687.3	0.729517584688295	0.210471606905275	2.18725660019965	0.139156977103505	0.532964556139542	AC092687.3
AL022322.2	-0.567456261051412	1.821873134073	2.1865746138591	0.13921862056888	0.532964556139542	AL022322.2
RNF113A	-0.408301081052611	3.08225365683955	2.18657177491874	0.1392188772394	0.532964556139542	RNF113A
GABBR1	0.528569997542914	4.51201708223132	2.18629505454857	0.139243898263728	0.532964556139542	GABBR1
AC012360.3	-0.460677547276423	2.5333602301436	2.18629439563092	0.139243957849007	0.532964556139542	AC012360.3
LSM1	-0.369958608001044	3.36475326131875	2.18528316716463	0.139335435976169	0.533212074407167	LSM1
ACTR10	-0.288730389653608	5.3935398333529	2.18442842430262	0.139412810637292	0.533405536351378	ACTR10
SMAD1-AS2	0.670478287098502	0.932589309436787	2.18391126108625	0.139459649683013	0.533474385117538	SMAD1-AS2
OXSM	-0.359477450578139	3.45201570153534	2.18345226845534	0.139501235059457	0.533474385117538	OXSM
MYO1F	0.483052382286039	4.54012650853036	2.18334145498161	0.139511277001022	0.533474385117538	MYO1F
EVPL	0.804818715157208	4.7093334962135	2.18262931998673	0.139575830194409	0.533618629547561	EVPL
PDGFD	0.491121921541561	5.62158275853186	2.18156492380335	0.139672377460341	0.533885112998512	PDGFD
CEP135	-0.390736164685042	3.8165539656792	2.18118084436435	0.13970723422448	0.533915732947053	CEP135
RASGRP1	-0.492830761909576	4.14744168374488	2.1797830356738	0.139834173478102	0.534298182926513	RASGRP1
LCORL	-0.391296394337161	4.73092806053837	2.17922427688758	0.139884952277481	0.534362349581193	LCORL
EGFR	0.439000677070298	7.62213621865225	2.17876452671537	0.139926748909649	0.534362349581193	EGFR
AC098679.2	0.853659548394128	0.702618025995144	2.1787114771047	0.139931572637714	0.534362349581193	AC098679.2
VCL	0.360968469751209	7.4833835740715	2.17819589850593	0.139978463214739	0.534374537600733	VCL
DCTPP1	-0.388543650405303	2.50396128378748	2.17808553643043	0.139988502659886	0.534374537600733	DCTPP1
SNORD114-10	1.28168366652974	-0.394500087686353	2.17764571412448	0.140028520557382	0.534423155432376	SNORD114-10
C16orf70	0.33739122302771	3.72198345620547	2.17705472591181	0.140082312738139	0.534423155432376	C16orf70
FAR2	0.349043187726594	3.56414097034008	2.17674404882555	0.140110600098035	0.534423155432376	FAR2
ECHS1	-0.521415464384706	7.06185394718435	2.17649509993104	0.140133271692689	0.534423155432376	ECHS1
AC024075.3	0.580870065783162	1.05571494004745	2.17646956774807	0.14013559712288	0.534423155432376	AC024075.3
FPR3	0.720973782477273	3.80335058038088	2.1758405337726	0.140192902211794	0.534483289502333	FPR3
C11orf71	-0.451485479369919	3.04996755437843	2.17570651535833	0.140205114709054	0.534483289502333	C11orf71
HAL	0.6953250359353	0.980268866174195	2.17484854449205	0.140283326055855	0.534678955269995	HAL
PRG4	1.01798249843814	0.905546327990288	2.17451017134891	0.140314185117362	0.534694101094864	PRG4
PPP1R3B	-0.29903250349328	6.12659288228297	2.17340764947108	0.140414786152863	0.534937345049327	PPP1R3B
SEPT9	0.320468701051205	7.26180765455886	2.17322114423784	0.140431812072734	0.534937345049327	SEPT9
AC124248.1	-0.670263848853867	1.35360842464654	2.17252029526088	0.140495812767665	0.535015790578501	AC124248.1
SMNDC1	-0.278802906171173	4.4567788051736	2.17189294331702	0.14055312958642	0.535015790578501	SMNDC1
LIMK2	0.398439857775126	6.42322320886946	2.17185937378765	0.140556197342844	0.535015790578501	LIMK2
EIF1AX-AS1	0.952020230818632	-0.167557586849515	2.17181763938584	0.140560011352206	0.535015790578501	EIF1AX-AS1
EAF2	-0.59185618111406	3.64356415046727	2.17082260647561	0.140650979514176	0.535214064619925	EAF2
CD93	0.423208007603582	6.54469465846751	2.17065919842825	0.14066592496824	0.535214064619925	CD93
ESYT3	0.633031915752514	2.44430301718853	2.16958866866439	0.14076388076298	0.535484326819843	ESYT3
